,x,d1,d2,d3,d4,d5,w1,w2,w3,w4,w5,c1,c2,c3,c4,c5,c6,p,none_s,image_s,announce_s,image_sound_s,image_announce_s
326,327,4.2866,2.0858,7.1383,7.03911,9.3452,34.90454,26.7974,20.33178,24.16525,13.96765,24,27,23,22,12,9,4,14.8,24.6667,27.3333,10.1333,24.3333
327,328,2.7457,-0.6304,3.2933,4.67706,4.37309,26.61591,20.2961,16.68224,20.34561,11.46452,23,30,19,20,11,3,4,6.6667,21.9333,23.9333,23.4,23.8
328,329,5.6314,-1.4929,2.227,3.12049,5.25936,26.52886,24.91928,18.73285,24.72089,9.12897,19,13,21,25,19,17,4,10.0,27.1333,26.9333,24.0667,28.0
329,330,1.7021,0.5591,5.0476,2.84543,5.36469,27.6582,15.46692,17.85858,13.87319,14.72017,28,17,23,19,8,13,3,19.7333,22.4667,21.8667,19.7333,22.8667
330,331,5.9538,-1.3225,1.174,3.36043,4.70644,18.01409,12.97337,11.91517,13.88745,6.94346,26,21,16,28,18,15,5,15.2,18.0,17.5333,17.6667,17.3333
331,332,4.5238,0.6824,4.1652,3.68873,5.69984,29.0274,21.23977,19.5903,18.64256,13.23421,27,19,15,17,13,15,4,18.0,27.0,22.5333,27.1333,26.0
332,333,6.1188,0.5811,4.1968,3.63738,5.4738,21.70578,16.69959,14.84237,16.69071,10.23561,25,19,15,20,15,11,2,14.8,19.8,21.6667,21.2667,20.8
333,334,7.8022,-1.7914,3.0176,5.17753,4.72774,25.54259,20.98211,15.67108,16.95256,12.68942,23,29,20,24,12,13,4,10.3333,20.4667,28.3333,24.9333,28.6667
334,335,5.7647,-1.4264,2.1275,3.29944,5.93205,20.33803,19.74394,8.67856,18.06546,8.00662,21,34,25,24,24,9,4,12.6667,24.0667,23.5333,25.2,25.7333
335,336,3.6056,-0.5521,2.3497,3.8824,4.77021,16.93376,11.2633,11.01992,10.97396,7.80644,16,11,26,25,29,18,4,14.8,17.8,17.4667,19.4667,23.2
336,337,7.7282,-0.6348,7.0964,2.76459,6.79136,32.1313,21.85696,15.09307,17.41304,11.81152,23,26,19,21,19,9,5,15.8667,26.0,24.0,27.3333,25.0
337,338,10.4547,1.2529,7.1723,3.00446,5.69158,39.7928,25.87583,21.78632,23.2899,18.7002,21,17,27,23,11,17,4,9.3333,22.8,19.6667,23.8,25.4667
338,339,7.2729,-1.6278,5.3469,2.82616,5.83381,21.19358,18.50151,10.97542,17.02423,7.2541,25,23,22,17,16,14,5,10.3333,20.3333,24.0667,25.8,27.6667
339,340,1.7292,-0.1083,4.8401,3.33111,7.26977,25.40064,16.89495,16.52988,16.46094,11.70966,25,25,17,35,20,13,5,15.0667,28.3333,22.6,28.3333,27.0
340,341,4.7916,0.2643,3.8592,3.43918,5.63468,22.43042,15.04149,14.50892,13.38762,10.76475,32,27,18,16,10,8,4,18.3333,18.0667,18.2,20.5333,20.2667
341,342,3.4265,1.3619,1.5899,3.61749,4.75057,24.44324,17.7515,16.64378,14.40612,10.3048,28,25,14,12,6,11,5,9.0667,17.2,20.8667,18.6667,22.2
342,343,6.3182,-0.0179,6.8327,3.65117,6.39935,31.13999,21.87196,17.50554,18.09584,16.4437,22,31,26,21,19,7,3,12.0,18.3333,24.6667,16.5333,18.5333
343,344,4.9057,2.6752,3.2569,5.46432,6.40322,26.07998,18.11736,18.85795,18.62596,13.16853,34,31,20,27,22,21,3,17.4667,17.8667,17.5333,17.6667,17.5333
344,345,7.3231,-0.3807,4.9044,3.66623,5.43147,30.38814,24.91113,21.55171,20.64805,11.83316,19,25,22,14,22,20,5,13.4667,20.2,16.8667,21.8,23.2667
345,346,4.6643,-0.5776,3.5316,4.14124,6.78999,23.98107,20.59116,14.29875,15.96341,12.28698,20,23,25,19,15,12,3,14.8,17.0667,21.4,14.1333,21.7333
346,347,5.7436,1.3521,2.3277,4.28806,6.4885,30.86595,21.43573,20.1305,21.40822,15.02084,17,16,34,27,20,7,3,17.6667,17.6,16.9333,16.4,19.0667
347,348,5.4157,-1.3079,4.8262,3.3972,5.48964,25.65595,17.51877,16.36046,17.11101,12.00177,27,25,31,10,15,19,4,17.4667,18.0,18.0,18.0,18.0
348,349,9.3371,-0.3989,3.6045,3.75621,4.38123,23.40779,15.99026,15.25425,14.95859,8.54534,23,29,22,12,11,11,5,15.8667,16.9333,21.5333,17.9333,18.8667
349,350,2.275,0.0628,1.1424,3.94746,7.80297,26.26538,21.6164,18.1056,18.27765,8.30868,22,21,19,28,19,10,2,21.1333,25.0,25.6667,25.0,25.3333
350,351,6.6407,-0.7896,4.2607,3.96278,5.8086,18.67599,12.20174,12.23834,10.696,9.24073,18,29,21,21,25,18,5,18.2,18.0,19.0667,18.3333,18.8667
351,352,4.3062,-1.2265,1.4335,3.31828,5.80709,26.43312,20.03155,11.96784,14.19871,9.93095,27,18,17,23,13,14,4,11.2,17.8667,22.4667,19.3333,21.2
352,353,5.9886,2.5597,4.2951,5.92559,5.95365,26.06177,16.8024,16.55726,17.17736,14.09528,28,37,19,19,19,18,3,18.3333,19.6,19.0,14.6667,23.3333
353,354,3.682,0.9937,1.3046,6.58086,6.31719,20.40179,12.23632,14.98544,15.72429,6.44905,28,26,16,12,15,23,5,11.5333,8.4,8.2667,8.3333,9.8
354,355,4.2965,-1.2555,1.4613,2.74179,4.82119,19.44835,13.42207,13.57155,13.62548,8.79996,16,20,28,26,25,11,5,12.0667,20.2667,22.5333,24.5333,21.2667
355,356,4.8583,-0.5468,3.6451,2.4975,4.76737,27.87341,19.117,18.43186,17.91281,14.29236,20,31,34,15,23,19,3,13.9333,18.2667,19.8,22.6667,18.8667
356,357,4.3834,0.1725,3.8884,4.30452,5.1029,28.01405,11.90273,14.35067,13.57682,7.31082,20,23,27,16,18,12,5,18.0,18.8,24.4,17.0,22.3333
357,358,4.6604,-0.8166,4.7493,3.28915,5.27928,28.33592,16.91301,15.34047,15.37143,11.39405,34,29,11,22,7,7,4,10.0,14.9333,16.9333,15.0667,17.8667
358,359,6.1336,-2.5983,1.6681,2.76801,4.97234,16.69655,11.2621,10.91306,10.55159,7.84941,19,25,22,21,19,16,5,12.6667,22.0667,21.8,22.8667,23.5333
359,360,8.7521,-1.0735,2.938,3.56914,6.6163,30.33203,21.68146,22.84284,23.66413,9.33362,22,17,17,27,28,12,4,22.3333,25.8,24.1333,22.0667,25.9333
360,361,5.5424,1.136,3.8153,4.21475,5.73689,27.28313,18.49435,18.34572,17.48266,10.76331,20,23,22,30,33,19,4,21.2,21.2,17.3333,21.2,18.0
361,362,3.0902,-1.2812,2.2599,2.94358,4.80749,22.96963,13.63603,12.19348,12.62141,7.691,22,19,25,22,20,10,5,14.4667,23.7333,24.9333,23.0667,24.5333
362,363,7.6564,-2.1106,5.1184,3.28657,6.36695,13.40103,8.90216,8.4563,9.94297,5.87558,30,24,17,10,13,14,5,12.3333,20.4,23.3333,13.2,22.8
363,364,4.0086,-1.1305,3.3453,2.51771,5.34808,34.03028,22.37792,19.75789,20.43913,14.39047,17,20,12,27,11,19,4,9.7333,23.1333,19.9333,20.5333,24.9333
364,365,4.3225,0.9424,3.1721,3.51283,5.15277,26.58243,19.98445,17.64979,16.51399,12.17671,27,34,22,14,11,11,4,14.8,22.0,21.6667,20.6,21.4667
365,366,8.7945,-0.8168,3.1452,5.59799,6.48654,29.74137,17.96593,16.51093,19.55035,12.28524,19,34,31,15,26,17,5,15.5333,17.7333,11.1333,15.6667,13.6
366,367,6.3247,-2.2699,2.807,3.98293,5.55776,27.46978,22.33026,13.44579,14.39985,5.6446,22,20,23,21,24,18,2,14.5333,18.2,17.6667,18.2,19.0
367,368,7.8166,-0.1551,4.9653,3.57182,6.43335,19.961,13.59375,14.63464,13.59428,8.2366,26,30,25,21,13,10,5,18.3333,23.0,22.3333,20.4667,22.6667
368,369,2.5957,0.4741,4.5828,4.80511,4.88646,19.85175,14.3973,12.3955,9.58656,7.54884,22,14,29,23,23,12,3,16.9333,17.8,18.8667,17.8,18.3333
369,370,5.3426,-1.372,7.1058,2.48706,5.38165,35.00806,22.55236,13.52886,19.05966,13.51535,22,20,16,22,19,18,3,14.8,18.2667,27.3333,13.4,29.2
370,371,6.4831,0.5879,1.6639,2.99223,5.78865,35.69549,20.09585,18.28835,21.21387,14.53083,19,22,26,21,30,16,3,9.3333,22.9333,25.6,18.2,25.0667
371,372,5.0786,-0.8148,3.2589,2.75235,5.51924,27.23036,17.12164,16.48833,16.86969,10.12705,23,29,27,19,23,13,5,14.8,20.8667,22.8667,21.5333,23.7333
372,373,6.4022,-1.1054,3.0081,4.0945,5.37806,26.43172,17.26543,16.25863,17.17603,9.89929,21,28,16,13,18,18,5,20.6667,23.6667,20.8,23.0667,22.8
373,374,3.9236,1.5411,4.5569,2.50789,7.68811,20.36589,14.66759,13.87866,11.71154,11.11486,16,20,31,15,24,13,4,12.1333,26.4667,24.4,24.9333,25.4667
374,375,6.0478,-0.6279,5.2984,3.55929,5.29664,35.01817,24.32122,19.29491,21.80334,14.42282,21,23,19,24,10,7,3,18.0,19.6,21.8667,24.7333,18.0
375,376,4.957,-0.5959,4.2216,3.14072,6.24471,20.51049,13.20517,11.10928,13.35423,8.33045,15,20,14,16,29,22,4,8.1333,8.4,24.0667,16.0,22.4667
376,377,10.3454,-0.9734,4.8002,3.77201,4.85739,24.2831,14.87133,12.35892,12.26126,9.06017,19,17,27,22,23,22,5,17.6,24.8667,25.2667,22.3333,27.2
377,378,6.5972,-0.0297,3.1092,4.16761,3.89027,22.66017,17.95219,13.4249,16.31572,9.73855,20,23,16,29,18,17,5,13.9333,24.6667,23.0667,23.0,24.0
378,379,7.9764,1.5751,6.9534,3.06701,5.53954,34.75398,21.59591,18.05505,19.08636,12.14833,21,24,27,21,16,10,3,17.8667,27.2667,26.9333,26.2667,27.2667
379,380,5.6397,1.3163,4.3117,5.01151,6.98461,34.57079,22.83191,21.77529,22.15324,16.19619,15,30,30,22,21,12,4,15.5333,17.8667,19.6667,18.5333,20.4
380,381,4.7979,-0.3462,4.7636,2.53212,5.41226,29.83274,17.97183,15.90948,15.86912,14.44812,14,26,31,19,19,17,4,19.9333,19.6,21.3333,21.6667,21.0
381,382,8.8994,-1.6775,2.4474,2.85618,5.31738,28.54157,20.08258,16.96119,18.58821,11.52984,27,27,30,23,23,6,5,16.1333,18.5333,22.3333,20.8,23.3333
382,383,9.4994,1.2658,7.4542,2.85286,5.65962,34.65773,24.12748,22.25344,21.87993,16.06449,23,20,12,22,15,16,5,7.3333,26.2,28.6667,18.8667,30.0
383,384,10.1081,-1.069,4.0687,3.9068,4.47459,36.47561,27.38897,21.70683,22.72876,15.8228,21,21,16,25,14,7,4,16.9333,17.3333,17.3333,17.3333,17.3333
384,385,5.6534,-0.7047,3.726,4.1007,6.00704,24.87545,15.62565,17.027,15.38386,10.71265,17,20,28,21,18,17,4,18.0,17.6667,17.6667,18.1333,18.2
385,386,6.531,0.3135,2.794,4.69621,6.84339,21.98779,16.95965,14.54311,15.95066,10.25582,12,21,22,14,21,17,5,17.8,21.0,21.4667,18.4667,20.2667
386,387,5.009,-0.8914,5.278,2.7792,6.72477,19.85645,12.5712,11.92237,11.67893,9.9768,14,23,32,18,20,19,4,17.8667,18.7333,17.3333,19.1333,19.4
387,388,4.4912,0.669,4.6326,2.50737,6.55796,18.43723,13.04177,10.20121,10.80648,12.89874,22,17,24,33,27,12,5,14.8,28.3333,26.0,26.8,23.6667
388,389,4.2058,0.2544,3.2329,4.12102,4.5364,24.30284,14.21392,14.41855,13.09689,11.92455,20,27,23,15,20,5,4,18.0,19.0667,18.3333,18.0,20.0667
389,390,4.4704,-0.9769,4.0063,3.59639,7.8406,29.74583,21.16003,15.97461,23.81779,9.26142,25,24,12,22,14,12,5,12.1333,27.0,29.6667,24.8,28.0
390,391,6.3775,2.405,5.464,4.0744,6.84217,28.24916,16.17001,16.1435,11.82968,13.56223,21,27,23,22,16,15,4,18.0,23.3333,22.4667,16.2,23.3333
391,392,1.8081,-0.4586,2.4642,2.57068,4.36534,20.40437,12.93203,11.69603,10.10293,8.46749,20,29,21,19,8,10,4,12.6667,21.5333,23.0667,22.5333,25.8
392,393,5.4293,0.9612,6.1393,5.08501,6.21297,19.98916,18.15089,11.03898,13.86706,9.02294,18,19,20,25,23,19,4,13.4667,29.0,23.8667,26.0,27.1333
393,394,9.1729,-0.071,6.6793,6.02601,8.58933,31.49162,23.72936,17.6756,21.1987,14.50985,26,39,11,4,17,14,4,23.6667,27.3333,28.0,19.7333,26.6667
394,395,6.4066,-0.8732,5.0927,2.89501,6.55176,32.86585,19.59847,18.09078,18.25258,14.71318,18,23,36,28,23,14,4,14.8,13.2,23.4667,16.6667,17.7333
395,396,10.2326,-2.1593,1.026,4.02039,4.25033,24.19665,20.65059,9.23017,23.24924,7.38462,24,26,29,18,18,12,5,17.3333,26.5333,28.6667,23.6,27.8667
396,397,9.7152,0.7816,6.3353,4.31553,8.76741,26.77407,18.64341,15.89356,15.49688,13.5293,11,24,30,28,27,17,5,18.0,22.2,23.2,25.5333,20.2667
397,398,6.5743,0.1291,4.3058,5.05608,7.41232,21.19452,13.70249,11.76242,12.8924,5.45099,23,30,27,25,17,12,4,15.6667,18.0667,22.2667,20.0667,19.2667
398,399,3.8189,0.8426,2.9466,3.25429,5.86884,27.96066,16.58439,16.83767,15.73313,11.99546,27,17,14,21,12,14,3,18.2,20.1333,20.8667,19.0667,21.0
399,400,3.9155,1.7765,2.8673,3.52474,5.19622,23.05304,15.31924,13.45134,11.70105,10.81109,19,22,29,25,16,6,3,14.8,18.4,17.7333,14.4,18.8667
400,401,4.158,0.732,5.4807,4.92321,6.25765,24.71529,24.43412,19.15724,19.86511,8.97343,26,24,25,8,19,12,4,12.0,23.3333,18.9333,24.0,24.1333
401,402,5.6323,-0.0477,3.1547,2.4257,6.21334,27.15142,17.45969,16.39632,22.32132,10.60742,26,27,35,18,22,13,3,18.1333,24.0667,26.1333,27.1333,28.6667
402,403,3.657,0.2375,3.0712,3.18293,5.2116,31.55283,22.67523,19.95108,21.60641,16.53038,20,18,15,21,28,26,4,17.4667,17.8667,21.6667,19.7333,22.3333
403,404,7.3989,-1.4323,3.5676,2.39784,6.31528,22.9017,11.68948,13.54454,10.67584,7.74848,19,22,31,12,17,13,4,15.0667,18.6,22.6667,20.0,21.3333
404,405,5.7244,2.0421,4.2717,3.0388,5.25634,25.55606,18.81459,19.2728,17.40531,10.092,24,19,31,27,19,14,5,21.2,20.6,22.6667,22.3333,26.1333
405,406,6.1348,-1.1479,4.5561,3.81278,5.47598,18.78967,10.99314,12.03436,9.33118,9.62791,14,18,27,25,30,19,4,18.0,18.3333,18.7333,18.0,18.0
406,407,3.2709,0.8268,1.6466,4.4301,5.4023,23.89488,14.09736,15.58558,11.77021,11.09151,19,22,33,21,25,15,3,12.0,23.1333,23.8,27.2667,24.3333
407,408,8.9053,-2.0047,5.2598,4.43369,7.35687,30.64462,23.37575,19.36915,22.61257,12.19059,14,26,26,17,21,20,5,27.0,16.6,24.8,13.0667,27.0
408,409,8.0557,-0.3317,3.5866,2.95321,5.38038,30.55225,21.8318,16.57093,18.10568,9.38629,23,25,23,21,18,17,4,22.2667,20.4667,22.0,24.6667,26.2667
409,410,4.0946,-0.87,1.4589,5.32102,4.9933,27.88974,16.43481,17.40371,19.01884,9.84848,22,25,29,12,18,13,5,13.8,17.8,22.4667,17.2667,22.0667
410,411,5.3047,1.2169,3.8494,2.97976,4.88109,24.10829,15.18292,15.53532,15.503,9.9838,20,25,25,25,21,11,4,14.8,21.6667,20.1333,17.8667,21.9333
411,412,9.7244,-0.512,5.0216,3.31044,5.45864,28.98607,18.05261,12.91587,17.32879,9.40091,15,22,28,25,28,18,5,17.8,21.8,25.2,19.7333,25.4
412,413,2.8426,0.6384,3.4324,2.41325,4.73479,32.9986,21.24345,19.36806,19.32303,15.23026,16,21,26,18,17,13,3,18.0,18.0,18.0,18.0,18.0
413,414,8.3922,-1.366,2.1825,3.32429,5.70099,28.21974,18.49632,10.70861,16.75978,11.32997,20,16,23,29,17,9,5,11.3333,28.6667,26.5333,28.6667,24.3333
414,415,5.6765,0.471,3.6002,3.75643,5.79718,34.16869,24.30568,20.47258,22.17148,13.04525,20,19,14,19,11,13,4,20.4667,19.1333,20.2667,20.6,20.4667
415,416,4.8081,-0.6718,3.6106,2.64835,5.45947,23.02286,15.03333,14.59208,13.29324,9.16027,29,32,22,14,18,8,5,14.8,18.0,18.0,17.4,18.0
416,417,5.0032,1.9377,1.684,2.48334,5.1577,31.27184,22.21134,18.15464,18.47608,13.62272,20,20,17,27,16,8,4,21.4667,15.6667,12.4667,22.1333,23.2667
417,418,8.9752,-0.1976,6.9672,4.58337,6.11774,27.4623,19.46584,16.96837,14.85104,12.8502,21,34,24,26,18,7,4,14.8,21.1333,21.6667,24.0,19.0667
418,419,3.8779,0.1906,2.5276,3.6752,5.37989,28.86873,12.84718,14.85622,21.71623,8.57079,21,11,8,20,21,26,3,18.0,15.6667,18.0,18.1333,18.3333
419,420,5.5586,-1.5071,2.6736,3.60913,6.37821,17.69454,11.36127,11.29805,11.85103,8.10355,23,23,21,17,19,19,4,14.8,23.2,25.6667,19.5333,20.7333
420,421,8.7184,-1.7578,1.9123,2.14729,3.52828,40.53628,27.50157,25.32636,27.92622,18.6237,28,20,21,19,11,20,5,18.0,18.0,18.0,18.0,18.4
421,422,8.1511,-1.6607,4.7848,3.3872,5.76997,15.99778,11.30179,10.43813,11.20193,6.28038,19,32,35,22,16,17,5,18.0,26.2,27.9333,27.2,27.6
422,423,6.2492,0.2343,5.6187,2.46033,5.76509,38.74888,28.18621,23.98375,24.23371,15.76265,24,27,24,22,21,9,4,18.0,19.2667,23.9333,19.9333,21.8667
423,424,10.8064,0.3472,7.1214,4.95145,6.75159,34.06612,23.71296,14.51574,19.67148,14.55694,15,19,32,30,25,15,4,19.0667,21.0,21.6667,20.2,21.6667
424,425,7.4221,0.1539,3.9306,3.62535,5.50123,27.25805,17.42877,14.24935,13.88767,10.67069,21,21,21,19,19,17,5,18.0,24.4667,26.6667,26.9333,27.6667
425,426,2.9292,-0.2232,3.43,2.82269,4.49537,25.33042,16.99811,16.94569,16.93492,12.22393,20,23,27,16,26,21,5,19.6,19.6,19.6,19.6,19.6
426,427,4.691,1.2025,4.1905,3.87567,4.11484,26.30385,21.43972,15.0992,18.2913,11.08578,27,24,21,18,9,17,4,7.8667,15.9333,29.6667,23.7333,30.0
427,428,6.715,-0.1624,5.0958,3.63207,5.06378,34.98282,25.00232,19.48798,21.00301,14.1221,25,24,27,26,7,7,4,13.0,23.2,25.4667,19.4,26.3333
428,429,3.5599,-0.6686,5.2992,3.81249,5.71873,25.67917,17.16375,16.72458,16.46477,11.84445,20,14,24,24,28,18,3,18.0,18.2,18.3333,19.2667,18.2
429,430,10.2847,0.9402,7.3386,2.95664,6.13783,37.09438,25.81047,24.46346,22.34869,18.30341,9,6,19,30,26,15,4,15.8667,27.8667,24.0,25.8667,24.5333
430,431,6.7903,2.6625,4.0993,3.71265,6.07121,20.2241,13.10416,14.08617,14.55929,9.479,24,12,16,22,20,17,4,14.8,17.9333,19.9333,18.0,17.8
431,432,6.3132,-0.2292,2.5939,1.92987,7.02902,17.62038,11.45255,14.23655,16.53542,5.0126,30,27,15,17,18,8,3,10.4,27.3333,23.5333,23.5333,22.2
432,433,6.2205,0.9529,5.5317,3.83627,6.99855,29.67271,17.90555,17.79309,18.42704,14.37702,18,19,28,27,32,15,5,14.8,22.6,25.4,18.0,26.4
433,434,5.9731,1.757,5.0201,4.7841,4.21904,38.17988,22.55308,24.26968,21.72489,13.59091,26,31,28,22,11,18,3,10.8,16.7333,26.6667,28.6667,23.5333
434,435,7.0765,3.0918,5.0612,5.69498,7.373,30.68894,20.21562,19.30646,17.65457,14.29755,23,22,26,21,11,11,3,14.8,14.8,17.6,15.1333,19.6
435,436,9.2842,2.2702,6.2537,4.29454,7.31089,31.78439,21.9964,18.13994,21.63657,14.98242,4,20,30,26,26,16,5,14.8,20.2,25.0,21.5333,25.0667
436,437,6.3785,-0.223,4.9553,4.21105,6.70983,19.22149,14.68501,11.35253,14.41529,7.57361,32,26,21,19,14,16,5,13.7333,12.2667,26.4667,13.3333,25.1333
437,438,8.3432,1.7702,3.1535,2.32474,6.47915,29.83899,14.53489,10.22682,14.54532,7.77681,19,27,31,22,25,18,5,18.5333,28.3333,23.6,23.4667,23.2667
438,439,5.1174,0.2625,5.2745,2.59815,5.02705,20.22552,14.69496,8.98395,9.91805,9.2402,14,27,25,17,22,22,5,17.6667,19.3333,18.3333,18.2667,19.3333
439,440,8.2028,1.4107,7.9738,4.66851,6.30097,32.61519,15.30425,12.36813,12.7069,13.01344,19,25,35,35,20,18,3,10.3333,22.4667,22.9333,21.6667,23.6
440,441,8.4774,0.165,3.2394,2.02612,7.51232,32.28685,24.72032,17.3376,22.6948,15.39264,18,15,29,21,28,12,5,8.6667,12.6,18.5333,17.4667,23.0
441,442,5.6966,0.7321,7.1338,3.97723,6.05798,25.77518,17.10598,15.54392,16.69517,11.83281,19,18,26,19,25,16,4,14.8,17.1333,16.1333,16.6667,20.0667
442,443,6.4027,1.2014,7.2593,2.18117,5.0582,41.07695,28.7478,21.0318,21.5839,18.95281,20,22,15,22,13,11,3,21.3333,21.3333,24.3333,18.7333,22.0
443,444,1.8767,1.1217,3.4885,3.50717,5.79079,19.68901,14.23506,12.88707,14.71105,9.92728,24,32,25,17,17,13,4,17.0,18.4,14.4667,17.4667,18.0667
444,445,4.8445,-0.6257,1.9982,5.06148,4.0149,20.21329,14.15344,12.7213,12.52083,8.70596,22,23,24,15,16,18,5,18.0,18.0,18.0,18.0,18.0
445,446,7.8016,3.3644,6.683,5.29795,6.85425,24.59955,15.02984,15.89413,12.32835,11.74213,29,38,19,21,8,12,5,16.4,12.4,24.2,21.6,19.7333
446,447,0.6461,-0.9729,2.4967,4.0739,3.31656,8.46688,5.63165,5.50996,5.48698,3.90322,17,17,15,20,16,13,3,16.6,16.8,16.6,18.2,17.1333
447,448,5.8542,0.1463,5.9891,4.07528,5.61399,25.70146,17.03732,16.75334,16.5257,11.72799,26,24,22,20,7,4,2,18.0,18.0,18.0,18.0,18.0
448,449,7.6477,-1.4225,5.0769,2.78254,5.18954,29.36713,16.43099,15.63665,12.6417,15.1091,23,28,21,25,7,7,4,10.0,15.1333,23.8667,22.0667,20.3333
449,450,3.7555,0.4125,3.7875,3.69185,6.11973,25.95091,13.7459,14.5197,13.63981,8.24857,23,21,24,30,13,5,2,17.4667,23.3333,22.6667,22.2667,22.6667
450,451,4.2457,0.4505,4.6318,2.61507,4.44039,31.82143,17.78131,18.08395,16.99656,13.54477,15,22,22,31,16,5,3,16.9333,16.4667,21.2667,20.9333,21.1333
451,452,2.92,1.5217,5.2507,3.8307,5.25502,20.86156,13.55351,12.49806,11.46637,9.76223,14,13,22,23,21,12,4,14.4,20.6,21.8,20.4,20.8667
452,453,10.5604,0.3895,4.917,2.53176,5.15829,40.20351,26.58579,26.50375,24.7638,18.60887,13,16,19,27,10,23,5,13.3333,26.0667,25.8667,25.4,19.4
453,454,2.3799,1.4846,2.9203,3.43696,4.2661,19.60433,13.67281,12.10664,13.57121,9.63171,18,17,27,20,33,20,5,15.1333,16.2667,16.2667,16.7333,16.0667
454,455,2.9962,-0.7171,4.3492,2.97194,6.48743,15.69043,11.20496,9.4328,12.88698,5.86564,24,30,20,13,16,20,5,7.6667,23.3333,22.5333,18.0667,24.8
455,456,7.0858,0.2128,4.6186,3.01006,5.29114,28.32951,19.16149,16.68912,16.9212,10.72933,17,25,11,11,18,28,2,13.4667,19.9333,21.4667,17.8,22.5333
456,457,3.8451,1.5226,4.1206,6.27169,5.21448,16.93516,14.09326,14.68612,14.81143,7.91124,20,13,26,22,17,8,3,18.8667,16.3333,19.4,15.4,17.1333
457,458,9.2388,-1.3045,6.5658,3.16949,4.74954,41.80421,26.93561,20.55316,19.49361,17.09253,28,26,20,24,15,15,5,9.3333,18.0,20.8667,18.0,18.8
458,459,4.0658,2.5316,4.3186,3.94529,5.38768,24.06421,15.3612,16.64786,14.9221,11.72604,12,18,25,25,23,14,4,17.1333,16.4667,18.4667,17.1333,18.7333
459,460,9.3215,-1.2529,6.3044,2.68654,4.41384,28.01558,16.60224,13.99176,15.91843,11.86392,24,29,33,28,19,6,5,8.6667,23.0,19.8667,26.8,25.4667
460,461,3.0844,1.1736,4.9782,4.31098,4.82259,25.35276,16.86094,16.86837,16.45586,10.56906,27,41,22,6,9,7,5,14.8667,18.8,19.7333,18.8,20.1333
461,462,8.4742,1.8215,6.5909,2.71567,5.15522,29.46248,18.5816,19.40501,18.47245,12.00398,17,19,26,35,14,13,4,11.3333,22.9333,19.9333,15.4667,23.7333
462,463,10.8703,0.4101,7.5442,2.56427,7.3204,42.3344,28.15825,27.5498,27.4349,19.5161,32,34,23,15,14,19,5,16.9333,24.6667,26.0,27.3333,30.0
463,464,3.3608,2.0152,3.6847,4.09311,5.12143,32.58863,17.04859,17.32243,19.37747,11.85892,29,24,24,22,15,13,4,14.8,18.0,18.0,14.8,18.6
464,465,9.1656,-0.1433,6.158,4.29944,5.34029,38.71636,19.42977,19.25599,19.66923,13.51624,17,18,27,29,15,13,4,8.0,16.4,26.6667,19.4,26.6667
465,466,4.7326,-0.492,3.377,4.56472,5.11737,28.21234,18.0817,16.33838,16.46571,12.40609,29,36,13,10,15,12,5,14.8,20.2667,15.7333,19.3333,19.6
466,467,7.5076,0.6539,7.4111,2.29192,5.80752,32.02378,19.39428,14.50234,16.15787,11.06981,26,38,22,32,16,5,4,12.3333,16.9333,17.7333,16.7333,16.5333
467,468,6.9956,-0.062,5.4807,2.53418,5.75543,36.5039,24.82322,24.18549,23.57713,16.54807,23,28,32,20,12,10,4,14.8,20.4667,19.6,22.5333,21.2
468,469,10.5208,-0.6824,7.0009,3.18534,4.16695,29.00428,20.37032,14.13196,16.24853,12.91532,30,23,14,19,9,10,4,10.6667,28.3333,27.6667,25.3333,24.0
469,470,6.5328,3.5065,5.3579,6.13194,6.80699,26.08976,18.24742,18.13522,16.86654,12.38001,24,23,28,23,18,26,2,16.0667,19.9333,17.7333,19.6,18.0
470,471,9.2195,2.0039,7.698,5.17999,7.66954,40.59583,27.66259,24.09617,22.54002,18.39836,25,26,26,20,16,14,4,14.8,28.6667,28.6667,26.9333,30.0
471,472,9.557,-1.2039,2.4976,3.38527,6.45243,24.08715,15.49682,14.45189,13.25971,11.71537,14,20,17,31,24,33,5,9.3333,14.6667,18.4667,14.5333,24.6667
472,473,7.46,2.7696,5.5459,4.88057,8.96272,30.94953,21.07167,20.43613,19.57158,13.39001,23,22,31,20,14,18,3,12.0667,17.5333,15.7333,23.5333,23.2667
473,474,0.8423,2.0514,2.5003,3.00113,4.95354,20.4155,17.14841,9.97793,12.92843,9.10557,27,35,25,13,9,7,2,18.0,18.5333,21.6,20.8667,19.6
474,475,2.0717,-0.581,4.4195,3.10691,5.35072,27.88856,16.32231,15.02226,18.1348,8.77763,23,25,31,24,11,17,3,18.0,17.6667,23.5333,21.0,23.0
475,476,6.5115,0.387,5.7148,3.1096,3.39838,28.24858,17.55934,12.81956,14.8116,9.14871,23,25,26,20,12,11,5,11.3333,17.0667,18.6667,20.6667,18.5333
476,477,7.4444,0.8428,7.7268,4.00769,6.02179,29.6951,16.72749,17.28877,14.80903,12.30622,19,27,19,21,6,8,3,7.3333,22.8,27.3333,27.3333,27.3333
477,478,8.8805,3.3009,5.4177,3.23648,6.92734,29.30724,23.46706,20.68885,19.16901,16.05006,15,16,24,23,12,9,3,17.0,20.9333,19.2,18.8667,19.7333
